Mod:Item:MetaData, Localized Name
industrialforegoing:infinity_drill:0, 无限钻头
industrialforegoing:infinity_drill:0, 无限钻头
industrialforegoing:infinity_drill:0, 无限钻头
industrialforegoing:infinity_drill:0, 无限钻头
industrialforegoing:infinity_drill:0, 无限钻头
industrialforegoing:infinity_drill:0, 无限钻头
industrialforegoing:adult_filter, 成年生物过滤插件
industrialforegoing:range_addon:0, 范围升级插件
industrialforegoing:range_addon:1, 范围升级插件
industrialforegoing:range_addon:2, 范围升级插件
industrialforegoing:range_addon:3, 范围升级插件
industrialforegoing:range_addon:4, 范围升级插件
industrialforegoing:range_addon:5, 范围升级插件
industrialforegoing:range_addon:6, 范围升级插件
industrialforegoing:range_addon:7, 范围升级插件
industrialforegoing:range_addon:8, 范围升级插件
industrialforegoing:range_addon:9, 范围升级插件
industrialforegoing:range_addon:10, 范围升级插件
industrialforegoing:range_addon:11, 范围升级插件
industrialforegoing:energy_field_addon, 能量场插件
industrialforegoing:leaf_shearing, 叶片剪切插件
industrialforegoing:itemstack_transfer_addon_pull:0, 物品传输插件 (吸入/下)
industrialforegoing:itemstack_transfer_addon_push:0, 物品传输插件 (输出/下)
industrialforegoing:fluid_transfer_addon_pull:0, 流体传输插件 (吸入/下)
industrialforegoing:fluid_transfer_addon_push:0, 流体传输插件 (输出/下)
industrialforegoing:fortune_addon, 时运插件
industrialforegoing:artificial_dye:0, 白色§r 人造染料
industrialforegoing:artificial_dye:1, 橙色§r 人造染料
industrialforegoing:artificial_dye:2, 品红色§r 人造染料
industrialforegoing:artificial_dye:3, 淡蓝色§r 人造染料
industrialforegoing:artificial_dye:4, 黄色§r 人造染料
industrialforegoing:artificial_dye:5, 黄绿色§r 人造染料
industrialforegoing:artificial_dye:6, 粉红色§r 人造染料
industrialforegoing:artificial_dye:7, 灰色§r 人造染料
industrialforegoing:artificial_dye:8, 淡灰色§r 人造染料
industrialforegoing:artificial_dye:9, 青色§r 人造染料
industrialforegoing:artificial_dye:10, 紫色§r 人造染料
industrialforegoing:artificial_dye:11, 蓝色§r 人造染料
industrialforegoing:artificial_dye:12, 棕色§r 人造染料
industrialforegoing:artificial_dye:13, 绿色§r 人造染料
industrialforegoing:artificial_dye:14, 红色§r 人造染料
industrialforegoing:artificial_dye:15, 黑色§r 人造染料
industrialforegoing:conveyor:0, 白色§r 传送带
industrialforegoing:conveyor:1, 橙色§r 传送带
industrialforegoing:conveyor:2, 品红色§r 传送带
industrialforegoing:conveyor:3, 淡蓝色§r 传送带
industrialforegoing:conveyor:4, 黄色§r 传送带
industrialforegoing:conveyor:5, 黄绿色§r 传送带
industrialforegoing:conveyor:6, 粉红色§r 传送带
industrialforegoing:conveyor:7, 灰色§r 传送带
industrialforegoing:conveyor:8, 淡灰色§r 传送带
industrialforegoing:conveyor:9, 青色§r 传送带
industrialforegoing:conveyor:10, 紫色§r 传送带
industrialforegoing:conveyor:11, 蓝色§r 传送带
industrialforegoing:conveyor:12, 棕色§r 传送带
industrialforegoing:conveyor:13, 绿色§r 传送带
industrialforegoing:conveyor:14, 红色§r 传送带
industrialforegoing:conveyor:15, 黑色§r 传送带
industrialforegoing:black_hole_label, 黑洞标签
harvestcraft:blackberryitem, 黑莓
harvestcraft:blackberryseeditem, 黑莓种子
harvestcraft:blueberryitem, 蓝莓
harvestcraft:blueberryseeditem, 蓝莓种子
harvestcraft:candleberryitem, 蜡杨梅
harvestcraft:candleberryseeditem, 蜡杨梅种子
harvestcraft:raspberryitem, 树莓
harvestcraft:raspberryseeditem, 树莓种子
harvestcraft:strawberryitem, 草莓
harvestcraft:strawberryseeditem, 草莓种子
harvestcraft:cactusfruititem, 仙人掌果
harvestcraft:cactusfruitseeditem, 仙人掌果种子
harvestcraft:asparagusitem, 芦笋
harvestcraft:asparagusseeditem, 芦笋种子
harvestcraft:barleyitem, 大麦
harvestcraft:barleyseeditem, 大麦种子
harvestcraft:oatsitem, 燕麦
harvestcraft:oatsseeditem, 燕麦种子
harvestcraft:ryeitem, 黑麦
harvestcraft:ryeseeditem, 黑麦种子
harvestcraft:cornitem, 玉米
harvestcraft:cornseeditem, 玉米种子
harvestcraft:bambooshootitem, 竹笋
harvestcraft:bambooshootseeditem, 竹笋种子
harvestcraft:cantaloupeitem, 哈密瓜
harvestcraft:cantaloupeseeditem, 哈密瓜种子
harvestcraft:cucumberitem, 黄瓜
harvestcraft:cucumberseeditem, 黄瓜种子
harvestcraft:wintersquashitem, 冬南瓜
harvestcraft:wintersquashseeditem, 冬南瓜种子
harvestcraft:zucchiniitem, 西葫芦
harvestcraft:zucchiniseeditem, 西葫芦种子
harvestcraft:beetitem, 甜菜
harvestcraft:beetseeditem, 甜菜种子
harvestcraft:onionitem, 洋葱
harvestcraft:onionseeditem, 洋葱种子
harvestcraft:parsnipitem, 防风草
harvestcraft:parsnipseeditem, 防风草种子
harvestcraft:peanutitem, 花生
harvestcraft:peanutseeditem, 花生种子
harvestcraft:radishitem, 小红萝卜
harvestcraft:radishseeditem, 小红萝卜种子
harvestcraft:rutabagaitem, 芜菁甘蓝
harvestcraft:rutabagaseeditem, 芜菁甘蓝种子
harvestcraft:sweetpotatoitem, 红薯
harvestcraft:sweetpotatoseeditem, 红薯种子
harvestcraft:turnipitem, 芜菁
harvestcraft:turnipseeditem, 芜菁种子
harvestcraft:rhubarbitem, 大黄
harvestcraft:rhubarbseeditem, 大黄种子
harvestcraft:celeryitem, 芹菜
harvestcraft:celeryseeditem, 芹菜种子
harvestcraft:garlicitem, 大蒜
harvestcraft:garlicseeditem, 大蒜种子
harvestcraft:gingeritem, 生姜
harvestcraft:gingerseeditem, 生姜种子
harvestcraft:spiceleafitem, 香叶
harvestcraft:spiceleafseeditem, 香叶种子
harvestcraft:tealeafitem, 茶叶
harvestcraft:teaseeditem, 茶树种子
harvestcraft:coffeebeanitem, 咖啡豆
harvestcraft:coffeeseeditem, 咖啡种子
harvestcraft:mustardseedsitem, 芥菜籽
harvestcraft:mustardseeditem, 芥菜籽种子
harvestcraft:broccoliitem, 西兰花
harvestcraft:broccoliseeditem, 西兰花种子
harvestcraft:caulifloweritem, 花菜
harvestcraft:cauliflowerseeditem, 花菜种子
harvestcraft:leekitem, 韭菜
harvestcraft:leekseeditem, 韭菜种子
harvestcraft:lettuceitem, 生菜
harvestcraft:lettuceseeditem, 生菜种子
harvestcraft:scallionitem, 大葱
harvestcraft:scallionseeditem, 大葱种子
harvestcraft:artichokeitem, 洋蓟
harvestcraft:artichokeseeditem, 洋蓟种子
harvestcraft:brusselsproutitem, 芽甘蓝
harvestcraft:brusselsproutseeditem, 芽甘蓝种子
harvestcraft:cabbageitem, 包菜
harvestcraft:cabbageseeditem, 包菜种子
harvestcraft:spinachitem, 菠菜
harvestcraft:spinachseeditem, 菠菜种子
harvestcraft:whitemushroomitem, 白蘑菇
harvestcraft:whitemushroomseeditem, 白蘑菇孢子
harvestcraft:beanitem, 豆子
harvestcraft:beanseeditem, 豆子种子
harvestcraft:soybeanitem, 黄豆
harvestcraft:soybeanseeditem, 黄豆种子
harvestcraft:bellpepperitem, 甜椒
harvestcraft:bellpepperseeditem, 甜椒种子
harvestcraft:chilipepperitem, 辣椒
harvestcraft:chilipepperseeditem, 辣椒种子
harvestcraft:eggplantitem, 茄子
harvestcraft:eggplantseeditem, 茄子种子
harvestcraft:okraitem, 黄秋葵
harvestcraft:okraseeditem, 黄秋葵种子
harvestcraft:peasitem, 豌豆
harvestcraft:peasseeditem, 豌豆种子
harvestcraft:tomatoitem, 番茄
harvestcraft:tomatoseeditem, 番茄种子
harvestcraft:cottonitem, 棉花
harvestcraft:cottonseeditem, 棉花种子
harvestcraft:pineappleitem, 菠萝
harvestcraft:pineappleseeditem, 菠萝种子
harvestcraft:grapeitem, 葡萄
harvestcraft:grapeseeditem, 葡萄种子
harvestcraft:kiwiitem, 猕猴桃
harvestcraft:kiwiseeditem, 猕猴桃种子
harvestcraft:cranberryitem, 蔓越莓
harvestcraft:cranberryseeditem, 蔓越莓种子
harvestcraft:riceitem, 水稻
harvestcraft:riceseeditem, 水稻种子
harvestcraft:seaweeditem, 海草
harvestcraft:seaweedseeditem, 海草种子
harvestcraft:curryleafitem, 咖喱叶
harvestcraft:curryleafseeditem, 咖喱叶种子
harvestcraft:sesameseedsitem, 芝麻
harvestcraft:sesameseedsseeditem, 芝麻种子
harvestcraft:waterchestnutitem, 荸荠
harvestcraft:waterchestnutseeditem, 荸荠种子
harvestcraft:gigapickleitem, 腌菜
harvestcraft:gigapickleseeditem, 腌菜种子
harvestcraft:kaleitem, 甘蓝\t
harvestcraft:kaleseeditem, 甘蓝种子
harvestcraft:agaveitem, 龙舌兰
harvestcraft:agaveseeditem, 龙舌兰种子
harvestcraft:amaranthitem, 苋菜
harvestcraft:amaranthseeditem, 苋菜种子
harvestcraft:arrowrootitem, 竹芋
harvestcraft:arrowrootseeditem, 竹芋种子
harvestcraft:cassavaitem, 木薯
harvestcraft:cassavaseeditem, 木薯种子
harvestcraft:chickpeaitem, 鹰嘴豆
harvestcraft:chickpeaseeditem, 鹰嘴豆种子
harvestcraft:elderberryitem, 接骨木
harvestcraft:elderberryseeditem, 接骨木种子
harvestcraft:flaxitem, 亚麻
harvestcraft:flaxseeditem, 亚麻种子
harvestcraft:greengrapeitem, 绿葡萄
harvestcraft:greengrapeseeditem, 绿葡萄种子
harvestcraft:huckleberryitem, 越橘
harvestcraft:huckleberryseeditem, 越橘种子
harvestcraft:jicamaitem, 豆薯
harvestcraft:jicamaseeditem, 豆薯种子
harvestcraft:juteitem, 黄麻
harvestcraft:juteseeditem, 黄麻种子
harvestcraft:kenafitem, 洋麻
harvestcraft:kenafseeditem, 洋麻种子
harvestcraft:kohlrabiitem, 甘蓝
harvestcraft:kohlrabiseeditem, 甘蓝种子
harvestcraft:lentilitem, 扁豆
harvestcraft:lentilseeditem, 扁豆种子
harvestcraft:milletitem, 小米
harvestcraft:milletseeditem, 小米种子
harvestcraft:mulberryitem, 桑葚
harvestcraft:mulberryseeditem, 桑葚种子
harvestcraft:quinoaitem, 藜麦
harvestcraft:quinoaseeditem, 藜麦种子
harvestcraft:sisalitem, 剑麻
harvestcraft:sisalseeditem, 剑麻种子
harvestcraft:taroitem, 芋头
harvestcraft:taroseeditem, 芋头种子
harvestcraft:tomatilloitem, 黏果酸浆
harvestcraft:tomatilloseeditem, 黏果酸浆种子
harvestcraft:juniperberryitem, 杜松子
harvestcraft:juniperberryseeditem, 杜松子种子
harvestcraft:date_sapling, 枣椰树苗
harvestcraft:dateitem, 枣椰
harvestcraft:pamdate, 椰枣
harvestcraft:papaya_sapling, 木瓜树苗
harvestcraft:papayaitem, 木瓜
harvestcraft:pampapaya, 木瓜
harvestcraft:cherry_sapling, 樱桃树苗
harvestcraft:cherryitem, 樱桃
harvestcraft:pamcherry, 樱桃
harvestcraft:fig_sapling, 无花果树苗
harvestcraft:figitem, 无花果
harvestcraft:pamfig, 无花果
harvestcraft:soursop_sapling, 刺果番荔枝树苗
harvestcraft:soursopitem, 刺果番荔枝
harvestcraft:pamsoursop, 刺果番荔枝
harvestcraft:dragonfruit_sapling, 火龙果树苗
harvestcraft:dragonfruititem, 火龙果
harvestcraft:pamdragonfruit, 火龙果
harvestcraft:rambutan_sapling, 红毛丹树苗
harvestcraft:rambutanitem, 红毛丹
harvestcraft:pamrambutan, 红毛丹
harvestcraft:jackfruit_sapling, 菠萝蜜树苗
harvestcraft:jackfruititem, 菠萝蜜
harvestcraft:pamjackfruit, 菠萝蜜
harvestcraft:passionfruit_sapling, 百香果树苗
harvestcraft:passionfruititem, 百香果
harvestcraft:pampassionfruit, 百香果
harvestcraft:apple_sapling, 苹果树苗
harvestcraft:pamapple, 苹果
harvestcraft:lemon_sapling, 柠檬树苗
harvestcraft:lemonitem, 柠檬
harvestcraft:pamlemon, 柠檬
harvestcraft:pear_sapling, 梨树树苗
harvestcraft:pearitem, 梨
harvestcraft:pampear, 梨
harvestcraft:olive_sapling, 橄榄树苗
harvestcraft:oliveitem, 橄榄
harvestcraft:pamolive, 橄榄
harvestcraft:spiderweb_sapling, 蜘网树苗
harvestcraft:pamspiderweb, 蛛网
harvestcraft:grapefruit_sapling, 西柚树苗
harvestcraft:grapefruititem, 西柚
harvestcraft:pamgrapefruit, 葡萄柚
harvestcraft:pomegranate_sapling, 石榴树苗
harvestcraft:pomegranateitem, 石榴
harvestcraft:pampomegranate, 石榴
harvestcraft:cashew_sapling, 腰果树苗
harvestcraft:cashewitem, 腰果
harvestcraft:pamcashew, 腰果
harvestcraft:vanillabean_sapling, 香草树苗
harvestcraft:vanillabeanitem, 香草豆
harvestcraft:pamvanillabean, 香草豆
harvestcraft:starfruit_sapling, 杨桃树苗
harvestcraft:starfruititem, 杨桃
harvestcraft:pamstarfruit, 杨桃
harvestcraft:banana_sapling, 香蕉树苗
harvestcraft:bananaitem, 香蕉
harvestcraft:pambanana, 香蕉
harvestcraft:plum_sapling, 梅子木树苗
harvestcraft:plumitem, 李子
harvestcraft:pamplum, 李子
harvestcraft:avocado_sapling, 牛油果树苗
harvestcraft:avocadoitem, 牛油果
harvestcraft:pamavocado, 牛油果
harvestcraft:pecan_sapling, 山核桃树苗
harvestcraft:pecanitem, 山核桃
harvestcraft:pampecan, 山核桃
harvestcraft:pistachio_sapling, 开心果树苗
harvestcraft:pistachioitem, 开心果
harvestcraft:pampistachio, 开心果
harvestcraft:hazelnut_sapling, 榛子树苗
harvestcraft:hazelnutitem, 榛子
harvestcraft:pamhazelnut, 榛子
harvestcraft:lime_sapling, 青柠树苗
harvestcraft:limeitem, 青柠
harvestcraft:pamlime, 青柠
harvestcraft:peppercorn_sapling, 胡椒树苗
harvestcraft:peppercornitem, 胡椒
harvestcraft:pampeppercorn, 胡椒
harvestcraft:almond_sapling, 杏仁树苗
harvestcraft:almonditem, 杏仁
harvestcraft:pamalmond, 杏仁
harvestcraft:gooseberry_sapling, 醋栗树苗
harvestcraft:gooseberryitem, 醋栗
harvestcraft:pamgooseberry, 醋栗
harvestcraft:peach_sapling, 桃子树苗
harvestcraft:peachitem, 桃子
harvestcraft:pampeach, 桃
harvestcraft:chestnut_sapling, 板栗树苗
harvestcraft:chestnutitem, 栗子
harvestcraft:pamchestnut, 板栗
harvestcraft:pawpaw_sapling, 巴婆果树苗
harvestcraft:pawpawitem, 巴婆果
harvestcraft:pampawpaw, 巴婆果
harvestcraft:coconut_sapling, 椰子树苗
harvestcraft:coconutitem, 椰子
harvestcraft:pamcoconut, 椰子
harvestcraft:mango_sapling, 芒果树苗
harvestcraft:mangoitem, 芒果
harvestcraft:pammango, 芒果
harvestcraft:apricot_sapling, 杏树苗
harvestcraft:apricotitem, 杏
harvestcraft:pamapricot, 杏
harvestcraft:orange_sapling, 橙子树苗
harvestcraft:orangeitem, 橙子
harvestcraft:pamorange, 橙子
harvestcraft:walnut_sapling, 胡桃树苗
harvestcraft:walnutitem, 胡桃
harvestcraft:pamwalnut, 核桃
harvestcraft:lychee_sapling, 荔枝树苗
harvestcraft:lycheeitem, 荔枝
harvestcraft:pamlychee, 荔枝
harvestcraft:persimmon_sapling, 柿子树苗
harvestcraft:persimmonitem, 柿子
harvestcraft:pampersimmon, 柿子
harvestcraft:guava_sapling, 番石榴树苗
harvestcraft:guavaitem, 番石榴
harvestcraft:pamguava, 番石榴
harvestcraft:breadfruit_sapling, 面包果树苗
harvestcraft:breadfruititem, 面包果
harvestcraft:pambreadfruit, 面包果
harvestcraft:nutmeg_sapling, 肉豆蔻树苗
harvestcraft:nutmegitem, 肉豆蔻
harvestcraft:pamnutmeg, 肉豆蔻
harvestcraft:durian_sapling, 榴莲树苗
harvestcraft:durianitem, 榴莲
harvestcraft:pamdurian, 榴莲
harvestcraft:tamarind_sapling, 酸角树苗
harvestcraft:tamarinditem, 酸角
harvestcraft:pamtamarind, 酸角
harvestcraft:cinnamon_sapling, 肉桂树苗
harvestcraft:cinnamonitem, 肉桂
harvestcraft:pamcinnamon, 肉桂木
harvestcraft:maple_sapling, 糖枫树苗
harvestcraft:maplesyrupitem, 枫糖
harvestcraft:pammaple, 枫木
harvestcraft:paperbark_sapling, 白千层树树苗
harvestcraft:pampaperbark, 白千层木
harvestcraft:market, 农贸市场
harvestcraft:shippingbin, 出货箱
harvestcraft:well, 水井
harvestcraft:groundtrap, 陷阱
harvestcraft:watertrap, 渔栅
harvestcraft:waterfilter, 滤水器
harvestcraft:grinder, 研磨机
harvestcraft:beehive, 蜂房
harvestcraft:apiary, 蜂房
harvestcraft:honey, 蜂蜜块
harvestcraft:honeycomb, 蜜脾块
harvestcraft:pressedwax, 压缩蜡块
harvestcraft:waxcomb, 蜡蜂巢块
harvestcraft:candledeco1, 白色蜡烛
harvestcraft:candledeco2, 橙色蜡烛
harvestcraft:candledeco3, 品红色蜡烛
harvestcraft:candledeco4, 淡蓝色蜡烛
harvestcraft:candledeco5, 黄色蜡烛
harvestcraft:candledeco6, 黄绿色蜡烛
harvestcraft:candledeco7, 粉红色蜡烛
harvestcraft:candledeco8, 灰色蜡烛
harvestcraft:candledeco9, 淡灰色蜡烛
harvestcraft:candledeco10, 青色蜡烛
harvestcraft:candledeco11, 紫色蜡烛
harvestcraft:candledeco12, 蓝色蜡烛
harvestcraft:candledeco13, 棕色蜡烛
harvestcraft:candledeco14, 绿色蜡烛
harvestcraft:candledeco15, 红色蜡烛
harvestcraft:candledeco16, 黑色蜡烛
harvestcraft:aridgarden, 贫瘠菜园
harvestcraft:frostgarden, 严寒菜园
harvestcraft:shadedgarden, 荫蔽菜园
harvestcraft:soggygarden, 湿润菜园
harvestcraft:tropicalgarden, 热带菜园
harvestcraft:windygarden, 多风菜园
harvestcraft:presser, 压榨机
harvestcraft:carrotcake, 胡萝卜蛋糕
harvestcraft:cheesecake, 奶酪蛋糕
harvestcraft:cherrycheesecake, 樱桃奶酪蛋糕
harvestcraft:chocolatesprinklecake, 彩色巧克力蛋糕
harvestcraft:holidaycake, 节日蛋糕
harvestcraft:lamingtoncake, 拉明顿蛋糕
harvestcraft:pavlovacake, 巴甫洛娃蛋糕
harvestcraft:pineappleupsidedowncake, 菠萝翻转蛋糕
harvestcraft:pumpkincheesecake, 南瓜奶酪蛋糕
harvestcraft:redvelvetcake, 红丝绒蛋糕
harvestcraft:garliccoinitem, 大蒜硬币
harvestcraft:ediblerootitem, 食用块茎
harvestcraft:sunflowerseedsitem, 生瓜子
harvestcraft:calamarirawitem, 生鱿鱼
harvestcraft:calamaricookeditem, 熟鱿鱼
harvestcraft:saltitem, 盐
harvestcraft:wovencottonitem, 梭织棉
harvestcraft:freshwateritem, 淡水
harvestcraft:freshmilkitem, 鲜牛奶
harvestcraft:grilledasparagusitem, 烤芦笋
harvestcraft:bakedsweetpotatoitem, 烤红薯
harvestcraft:grilledeggplantitem, 烤茄子
harvestcraft:toastitem, 吐司
harvestcraft:cheeseitem, 奶酪
harvestcraft:icecreamitem, 冰激凌
harvestcraft:grilledcheeseitem, 烤奶酪三明治
harvestcraft:applesauceitem, 苹果酱
harvestcraft:pumpkinbreaditem, 南瓜面包
harvestcraft:caramelappleitem, 焦糖苹果
harvestcraft:applepieitem, 苹果派
harvestcraft:teaitem, 一壶茶
harvestcraft:coffeeitem, 一杯咖啡
harvestcraft:popcornitem, 爆米花
harvestcraft:raisinsitem, 葡萄干
harvestcraft:ricecakeitem, 米糕
harvestcraft:toastedcoconutitem, 熟椰子
harvestcraft:roastedpumpkinseedsitem, 烤南瓜子
harvestcraft:vanillaitem, 香草
harvestcraft:toastedsesameseedsitem, 熟芝麻
harvestcraft:flouritem, 面粉
harvestcraft:doughitem, 生面团
harvestcraft:pastaitem, 通心粉
harvestcraft:heavycreamitem, 多脂奶油
harvestcraft:butteritem, 黄油
harvestcraft:applejuiceitem, 苹果汁
harvestcraft:melonjuiceitem, 西瓜汁
harvestcraft:carrotjuiceitem, 胡萝卜汁
harvestcraft:strawberryjuiceitem, 草莓汁
harvestcraft:grapejuiceitem, 葡萄汁
harvestcraft:blueberryjuiceitem, 蓝莓汁
harvestcraft:cherryjuiceitem, 樱桃汁
harvestcraft:papayajuiceitem, 木瓜汁
harvestcraft:starfruitjuiceitem, 杨桃汁
harvestcraft:orangejuiceitem, 橙子汁
harvestcraft:peachjuiceitem, 桃子汁
harvestcraft:limejuiceitem, 青柠汁
harvestcraft:mangojuiceitem, 芒果汁
harvestcraft:pomegranatejuiceitem, 石榴汁
harvestcraft:blackberryjuiceitem, 黑莓汁
harvestcraft:raspberryjuiceitem, 树莓汁
harvestcraft:kiwijuiceitem, 猕猴桃汁
harvestcraft:cranberryjuiceitem, 蔓越莓汁
harvestcraft:cactusfruitjuiceitem, 仙人掌果汁
harvestcraft:plumjuiceitem, 李子汁
harvestcraft:pearjuiceitem, 梨汁
harvestcraft:apricotjuiceitem, 杏汁
harvestcraft:figjuiceitem, 无花果汁
harvestcraft:grapefruitjuiceitem, 西柚汁
harvestcraft:persimmonjuiceitem, 柿汁
harvestcraft:pumpkinsoupitem, 南瓜汤
harvestcraft:melonsmoothieitem, 西瓜沙冰
harvestcraft:carrotsoupitem, 胡萝卜汤
harvestcraft:glazedcarrotsitem, 糖汁胡萝卜
harvestcraft:butteredpotatoitem, 奶油土豆
harvestcraft:loadedbakedpotatoitem, 奶油培根土豆
harvestcraft:mashedpotatoesitem, 土豆泥
harvestcraft:potatosaladitem, 土豆沙拉
harvestcraft:potatosoupitem, 土豆汤
harvestcraft:friesitem, 薯条
harvestcraft:grilledmushroomitem, 烤蘑菇
harvestcraft:stuffedmushroomitem, 瓤冬菇盒
harvestcraft:chickensandwichitem, 鸡肉三明治
harvestcraft:chickennoodlesoupitem, 鸡汤面条
harvestcraft:chickenpotpieitem, 鸡肉派
harvestcraft:breadedporkchopitem, 猪排
harvestcraft:hotdogitem, 热狗
harvestcraft:bakedhamitem, 熏火腿
harvestcraft:hamburgeritem, 汉堡
harvestcraft:cheeseburgeritem, 芝士堡
harvestcraft:potroastitem, 红烧牛肉
harvestcraft:fishsandwichitem, 鱼肉三明治
harvestcraft:fishsticksitem, 炸鱼条
harvestcraft:fishandchipsitem, 炸鱼薯条
harvestcraft:mayoitem, 蛋黄酱
harvestcraft:friedeggitem, 荷包蛋
harvestcraft:scrambledeggitem, 西式炒蛋
harvestcraft:boiledeggitem, 煮鸡蛋
harvestcraft:eggsaladitem, 鸡蛋沙拉
harvestcraft:caramelitem, 焦糖
harvestcraft:taffyitem, 太妃糖
harvestcraft:spidereyesoupitem, 蜘蛛眼汤
harvestcraft:zombiejerkyitem, 僵尸肉干
harvestcraft:cocoapowderitem, 可可粉
harvestcraft:chocolatebaritem, 巧克力棒
harvestcraft:hotchocolateitem, 热可可
harvestcraft:chocolateicecreamitem, 巧克力冰激凌
harvestcraft:vegetablesoupitem, 蔬菜汤
harvestcraft:stockitem, 底汤
harvestcraft:fruitsaladitem, 水果沙拉
harvestcraft:spagettiitem, 意大利面
harvestcraft:spagettiandmeatballsitem, 肉丸意大利面
harvestcraft:tomatosoupitem, 番茄汤
harvestcraft:ketchupitem, 番茄酱
harvestcraft:chickenparmasanitem, 意式帕尔马烤鸡
harvestcraft:springsaladitem, 蔬菜沙拉
harvestcraft:porklettucewrapitem, 猪肉生菜卷
harvestcraft:fishlettucewrapitem, 鱼条生菜卷
harvestcraft:bltitem, BLT三明治
harvestcraft:leafychickensandwichitem, 鸡肉菜叶三明治
harvestcraft:leafyfishsandwichitem, 鱼条菜叶三明治
harvestcraft:potatocakesitem, 薯泥饼
harvestcraft:hashitem, 大杂烩
harvestcraft:braisedonionsitem, 炖洋葱
harvestcraft:cornonthecobitem, 玉米棒
harvestcraft:cornmealitem, 玉米面
harvestcraft:cornbreaditem, 玉米面包
harvestcraft:tortillaitem, 墨西哥玉米饼
harvestcraft:nachoesitem, 烤辣味干酪玉米片
harvestcraft:tacoitem, 塔可饼
harvestcraft:fishtacoitem, 海鲜塔可饼
harvestcraft:creamedcornitem, 奶油玉米
harvestcraft:strawberrysmoothieitem, 草莓沙冰
harvestcraft:strawberrypieitem, 草莓派
harvestcraft:strawberrysaladitem, 草莓沙拉
harvestcraft:chocolatestrawberryitem, 巧克力草莓
harvestcraft:peanutbutteritem, 花生酱
harvestcraft:trailmixitem, 什锦蜜饯
harvestcraft:pbandjitem, 花生酱果酱三明治
harvestcraft:peanutbuttercookiesitem, 花生酱曲奇
harvestcraft:vinegaritem, 醋
harvestcraft:grapejellyitem, 葡萄酱
harvestcraft:grapesaladitem, 葡萄沙拉
harvestcraft:raisincookiesitem, 葡萄干曲奇
harvestcraft:picklesitem, 咸菜
harvestcraft:cucumbersaladitem, 黄瓜沙拉
harvestcraft:cucumbersoupitem, 黄瓜汤
harvestcraft:vegetarianlettucewrapitem, 素食生菜卷
harvestcraft:marinatedcucumbersitem, 炝黄瓜
harvestcraft:ricesoupitem, 汤泡饭
harvestcraft:friedriceitem, 炒饭
harvestcraft:mushroomrisottoitem, 牛肝菌烩饭
harvestcraft:curryitem, 咖喱饭
harvestcraft:rainbowcurryitem, 彩虹咖喱
harvestcraft:refriedbeansitem, 炸豆泥
harvestcraft:bakedbeansitem, 烘豆
harvestcraft:beansandriceitem, 豆饭
harvestcraft:chiliitem, 老干妈
harvestcraft:beanburritoitem, 豆玉米煎饼
harvestcraft:stuffedpepperitem, 瓤柿子椒
harvestcraft:veggiestirfryitem, 炒蔬菜
harvestcraft:grilledskewersitem, 串烧
harvestcraft:omeletitem, 煎蛋饼
harvestcraft:hotwingsitem, 香辣鸡翅
harvestcraft:chilipoppersitem, 辣椒卷
harvestcraft:extremechiliitem, 特级老干妈
harvestcraft:chilichocolateitem, 辣椒巧克力
harvestcraft:lemonaideitem, 柠檬水
harvestcraft:lemonbaritem, 柠檬方糕
harvestcraft:fishdinneritem, 鱼宴
harvestcraft:lemonsmoothieitem, 柠檬沙冰
harvestcraft:lemonmeringueitem, 柠檬酥
harvestcraft:candiedlemonitem, 柠檬干
harvestcraft:lemonchickenitem, 柠檬鸡
harvestcraft:blueberrysmoothieitem, 蓝莓沙冰
harvestcraft:blueberrypieitem, 蓝莓派
harvestcraft:blueberrymuffinitem, 蓝莓松饼
harvestcraft:pancakesitem, 薄煎饼
harvestcraft:blueberrypancakesitem, 蓝莓煎饼
harvestcraft:cherrypieitem, 樱桃派
harvestcraft:chocolatecherryitem, 巧克力樱桃
harvestcraft:cherrysmoothieitem, 樱桃沙冰
harvestcraft:stuffedeggplantitem, 香酥茄盒
harvestcraft:eggplantparmitem, 茄子帕尔马意面
harvestcraft:raspberryicedteaitem, 树莓冰茶
harvestcraft:chaiteaitem, 印度香茶
harvestcraft:espressoitem, 特浓咖啡
harvestcraft:coffeeconlecheitem, 牛奶咖啡
harvestcraft:mochaicecreamitem, 摩卡冰激凌
harvestcraft:pickledbeetsitem, 腌甜菜
harvestcraft:beetsaladitem, 甜菜沙拉
harvestcraft:beetsoupitem, 甜菜汤
harvestcraft:bakedbeetsitem, 烤甜菜
harvestcraft:broccolimacitem, 西兰花通心粉
harvestcraft:broccolindipitem, 蘸酱西兰花
harvestcraft:creamedbroccolisoupitem, 西兰花奶油汤
harvestcraft:sweetpotatopieitem, 红薯派
harvestcraft:candiedsweetpotatoesitem, 蜜饯红薯
harvestcraft:mashedsweetpotatoesitem, 红薯泥
harvestcraft:steamedpeasitem, 蒸豌豆
harvestcraft:splitpeasoupitem, 豌豆汤
harvestcraft:pineapplehamitem, 菠萝火腿
harvestcraft:pineappleyogurtitem, 菠萝酸奶
harvestcraft:turnipsoupitem, 萝卜汤
harvestcraft:roastedrootveggiemedleyitem, 烤蔬根杂烩
harvestcraft:bakedturnipsitem, 烤萝卜
harvestcraft:gingerbreaditem, 生姜面包
